WorkOrder,PICCNO,Textbox8,Textbox9,Textbox10,Folio_Name,StreetAddress,StreetAddress3,StreetAddress2,Textbox19,StreetAddress5,Textbox18,NotesToTP,StreetAddress4,Textbox16,StreetAddress6,Textbox68,Textbox22,Textbox24,Textbox26,Work_Onsite_Date_Time,Work_Completed_Date_Time,Textbox50,TradeDescription,ItemCode,quantity1,Textbox15,Textbox6,StreetAddress11,StreetAddress13,StreetAddress15,Work_Done_Text,Textbox76,Textbox77
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CSH,CSH200,1,"SHELF W/ROBE, REPL required",Location: Bedroom 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CWA,CHW110,2,"WINDOW AL CATCH, REPL if required/cant determine until boards removed",Location: Bedroom 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CWA,CHW170,2,"WINDOW AL RESTRICTORS, S&F/REPL cant determine until boards removed",Location: Bedroom 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DAP,DAP100,30,"ADDITIONAL PREP, WALL/CEILING prep walls ceiling architraves windows",Location: Bedroom 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPI,DPI100,0.5,PAINT INT DR inside wardrobe,Location: Bedroom 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPI,DPI300,1,PAINT W/ROBE OR CUPBD wardrobe,Location: Bedroom 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPI,DPI900,42,"STRIP PAPER, PLASTER & PREP",Location: Bedroom 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPL,DPL110,18,"STOPPING PATCH, S&F",Location: Bedroom 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPL,DPL110,4,"STOPPING PATCH, S&F wardorbe",Location: Bedroom 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",FCA,FCA300,10.25,"CARPET, LAY  required",Location: Bedroom 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",FCA,FCA400,10.25,"CARPET UNDERLAY, LAY required",Location: Bedroom 1 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CDA,CDT700,1,"DR INT HINGED, REPL x1",Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CDA,CDT760,1,"DR & FRAME INT HINGED, S&F main door",Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD140,1,"LATCH ONLY, MAG HEAD, S&F/REPL wardrobe",Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD160,1,"DR KNOB/HANDLE, REPL wardrobe",Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD500,2,"DR STOP, REPL wardrobe",Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CLI,CLI200,3,PLSTR BD PATCH required,Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CWA,CHW110,2,"WINDOW AL CATCH, REPL cant determine until boards removed  V1 - qty changed from 4 to 2",Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CWA,CHW170,4,"WINDOW AL RESTRICTORS, S&F/REPL cant determine until boards removed",Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DAP,DAP100,35,"ADDITIONAL PREP, WALL/CEILING prep walls ceiling architraves windows",Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPI,DPI100,0.5,PAINT INT DR wardrobe,Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPI,DPI300,1,PAINT W/ROBE OR CUPBD wardrobe,Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",DPL,DPL110,3,"STOPPING PATCH, S&F required",Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",FCA,FCA300,12,"CARPET, LAY  required",Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",FCA,FCA400,12,"CARPET UNDERLAY, LAY required",Location: Bedroom 2 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CDA,CDT700,1,"DR INT HINGED, REPL x1",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CDA,CDT760,1,"DR & FRAME INT HINGED, S&F required",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD140,1,"LATCH ONLY, MAG HEAD, S&F/REPL wardrobe",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD160,1,"DR KNOB/HANDLE, REPL wardrobe",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CHM,CHD500,2,"DR STOP, REPL both ",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
WO12933354,Client Ref: ,Priority: VSC,Help Desk: 09 571 8000,Job Type: RESPM,,,71 KOKIRI CRES  WAITANGIRUA PORIRUA,,,BYDH Construction Limited,Ph: URG - 0273111387 GNLs - 0273169074,Asbestos is present; ASBESTOS,,, ,,25/01/2023 15:52 PM,27/01/2023 00:00 AM,30/03/2023 17:00 PM,25/01/2023 09:00 AM,30/03/2023 13:55 PM,"Work Details: Meth Reinstatement - 71 Kokiri Cres, Waitangirua, Porirua, 5024 - VPM Uriah - Spotless Matt - WCOM 17/03/2023",CTI,CTI200,5,"TRIM INT H1.2 100X25, REPL new architrave wardrobe",Location: Bedroom 3 ,"1 - Confirm Attendance on MyWork app, or call Helpdesk on 09 571 8000","3 - If required, Make Safe on MyWork app, or call Helpdesk on 09 571 8000",5 - Complete work and confirm on MyWork app or call Helpdesk on 09 571 8000,,,
